sku,price,name,technical_description,material_code,customer_material_code,lead_time,brand,hsn,tax_percentage,moq,uom,customer_uom,url
,142.88057,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 120MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 120
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:27 MM
LENGTH: 120 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0041,21-28 Days,,7318,18.00%,1,EA,EA,
,56.6734,"""HEX HEAD, HIGH TENSILE BOLT, 20MM, 130M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 130
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 130 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0074,21-28 Days,,7318,18.00%,1,EA,EA,
,14.8274,NUT HEX HEAD NYLOK 24MM,"Short Description :
NUT HEX HEAD NYLOK 24MM
Technical Specification :
TYPE:HEX.NYLOK SELF LOCKING NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS7002/ISO7040/DIN980
NOMINAL DIAMETER:24 MM
THREAD PITCH: 3.0 MM
SURFACE FINISH: NONE",,0104A0013,21-28 Days,,7318,18.00%,1,EA,EA,
,2.9165,"""SOCKET HEAD,HIGH TENSILE SCREW6X40MM""","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 6MM, 40MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:40mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:6mm",,0100D0031,21-28 Days,,7318,18.00%,1,EA,EA,
,92.61,"""HEX HEAD, HIGH TENSILE BOLT, 24MM, 150M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 150
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 150 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0023,21-28 Days,,7318,18.00%,1,EA,EA,
,55.44105,NUT FOR HIGH TENSILE BOLT,"Short Description :
HIGH TENSILE HEX HEAD NUT, METRIC THREAD,33 MM.
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10
REFERENCE STD.:IS1364(PART 3)/ISO4032
NOMINAL DIAMETER:33 MM
PITCH: 3 MM
SURFACE FINISH: BLACK",,0096A0147,21-28 Days,,7318,18.00%,1,EA,EA,
,51.4892,"HEX HEAD, HIGH TENSILE BOLT, 22MM, 100MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 22 X 100
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:22 MM
LENGTH: 100 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0096,21-28 Days,,7318,18.00%,1,EA,EA,
,34.3098,"""HEX HEAD, HIGH TENSILE BOLT, 16MM, 150M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 150
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 150 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0025,21-28 Days,,7318,18.00%,1,EA,EA,
,147.80556,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 130MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 130
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:27 MM
LENGTH: 130 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0043,21-28 Days,,7318,18.00%,1,EA,EA,
,2.74645,"""SOCKET HEAD,HIGH TENSILE SCREW8X30MM""","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 8MM, 30MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:30mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:8mm",,0100D0061,21-28 Days,,7318,18.00%,1,EA,EA,
,5.81875,"SOCKET HEAD,HIGH TENSILE SCREW10X55MM",ALLEN BOLT M10X55,,0100D0097,21-28 Days,,7318,18.00%,1,EA,EA,
,60.3778,"""HAD, HIGH TENSILE BOLT, 20MM, 140MM""","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 140
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 140 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0075,21-28 Days,,7318,18.00%,1,EA,EA,
,177.01103,"""HEX HEAD, HIGH TENSILE BOLT, 30MM, 120M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 120
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 120 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0065,21-28 Days,,7318,18.00%,1,EA,EA,
,62.33976,"""BOLT-NUT HEX HD MS 5/8"""" X 3"""" 4.6""","Short Description :
BOLT-NUT HEX HD MS 5/8"" X 3"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER: 5/8""
LENGTH: 3""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 11 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT

PACKING INSTRUCTION:",,0090A0095,21-28 Days,,7318,18.00%,1,EA,EA,
,27.44588,HEX HEAD HIGHTENSILE BOLT 20MM 45MM,"Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 45
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 45 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0059,21-28 Days,,7318,18.00%,1,EA,EA,
,184.75695,"HEX HEAD, HIGH TENSILE BOLT, 30MM, 130MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 130
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 130 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0067,21-28 Days,,7318,18.00%,1,EA,EA,
,139.36139,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 110MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 110
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:27 MM
LENGTH: 110 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0040,21-28 Days,,7318,18.00%,1,EA,EA,
,30.62059,"HEX HEAD, HIGH TENSILE BOLT, 20MM, 55MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 55
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 55 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0061,21-28 Days,,7318,18.00%,1,EA,EA,
,50.67433,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 60MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 60
Technical Specification :
TYPE:HEX.HEAD METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 60 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0009,21-28 Days,,7318,18.00%,1,EA,EA,
,207.27784,"""HEX HEAD, HIGH TENSILE BOLT, 30MM, 150M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 150
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 150 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0069,21-28 Days,,7318,18.00%,1,EA,EA,
,129.5021,"HEX HEAD, HIGH TENSILE BOLT, 27MM, 100MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 27 X 100
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:27 MM
LENGTH: 100 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0039,21-28 Days,,7318,18.00%,1,EA,EA,
,9.975,CSK HEAD HT BOLT 10x50 12.9,"Short Description :-
CSK HEAD HT BOLT 10x50 12.9

Technical Specification :-
TYPE : SOCKET COUNTER SUNK HEAD,METRIC
NOMINAL DIAMETER: 10MM
LENGTH : 50 MM
THREAD LENGTH: FULLY THREADED
THREAD PITCH: 1.5 MM
REFERENCE STD.: ISO10642
PROPERTY CLASS: 12.9
SURFACE FINISH: BLACK",,0100A0154,21-28 Days,,7318,18.00%,1,EA,EA,
,48.91474,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 50MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 50
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 50 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0007,21-28 Days,,7318,18.00%,1,EA,EA,
,82.9766,"""HEX HEAD, HIGH TENSILE BOLT, 20MM, 180M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 180
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 180 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0079,21-28 Days,,7318,18.00%,1,EA,EA,
,7.6734,METRIC NUT 24 MM,"Short Description :
BLACK NUT,HEX.HEAD,METRIC,24 MM.
Technical Specification :
TYPE:HEX.HEAD,METRIC
PROPERTY CLASS : 4-IS 1363(PART 3)
REFERENCE STD. : IS 1363(PART 3)-HEX.NUTS
NOMINAL DIAMETER : 24 MM.
04-PACKING INSTRUCTIONS
TO BE SUPPLIED IN EACH BAGS CONTAINING 100NOS.",,0092A0028,21-28 Days,,7318,18.00%,1,EA,EA,
,21.168,BOLT-NUT HEX HD MS 20 X 90 MM 4.6,"Short Description :
BOLT-NUT HEX HD MS 20 X 90 MM 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, METRIC THREAD
NOMINAL DIAMETER: 20 MM
LENGTH: 90 MM
PROPERTY CLASS:4.6
REFERENCE STD.: IS1363 (PART-I)
THREAD PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION:",,0090C0033,21-28 Days,,7318,18.00%,1,EA,EA,
,70.756,"""HEX HEAD, HIGH TENSILE BOLT, 20MM, 160M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 160
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 160 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0077,21-28 Days,,7318,18.00%,1,EA,EA,
,117.53875,"""HEX HEAD, HIGH TENSILE BOLT, 20MM, 220M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 220
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 220 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0081,21-28 Days,,7318,18.00%,1,EA,EA,
,42.40705,"""R2-3CT HEAD,HIGH TENSILE SCREW20X60MM""","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 20MM, 60MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:60mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:20mm",,0100F0026,21-28 Days,,7318,18.00%,1,EA,EA,
,47.0498,"HEX HEAD, HIGH TENSILE BOLT, 16MM, 200MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 200
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 200 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0029,21-28 Days,,7318,18.00%,1,EA,EA,
,6.7963,"""SOCKET HEAD,HIGH TENSILE SCREW10X65MM""","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 10MM, 65MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:65mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:10mm",,0100D0099,21-28 Days,,7318,18.00%,1,EA,EA,
,62.33976,"BOLT-NUT HEX HD MS 1/2"" X 2"" 4.6","Short Description :
BOLT-NUT HEX HD MS 1/2"" X 2"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER: 1/2""
LENGTH: 2""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 12 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT

PACKING INSTRUCTION:",,0090A0079,21-28 Days,,7318,18.00%,1,EA,EA,
,36.6716,"""HEX HEAD, HIGH TENSILE BOLT, 16MM, 160M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 160
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 160 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0026,21-28 Days,,7318,18.00%,1,EA,EA,
,3.89158,"SOCKET HEAD,HIGH TENSILE SCREW8X50MM",M8X50 ALLEN BOLT,,0100D0065,21-28 Days,,7318,18.00%,1,EA,EA,
,89.278,"""HEX HEAD, HIGH TENSILE BOLT, 20MM, 200M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 200
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 200 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0080,21-28 Days,,7318,18.00%,1,EA,EA,
,55.59932,"01X HEAD, HIGH TENSILE BOLT, 24MM, 70MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 70
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 70 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0011,21-28 Days,,7318,18.00%,1,EA,EA,
,258.30595,"""==++=EAD, HIGH TENSILE BOLT, 30MM, 180M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 180
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 180 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0072,21-28 Days,,7318,18.00%,1,EA,EA,
,196.02205,"""HEX HEAD, HIGH TENSILE BOLT, 30MM, 140M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 140
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 140 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0068,21-28 Days,,7318,18.00%,1,EA,EA,
,63.612,"BOLT-NUT HEX HD MS 3/4"" X 3"" 4.6","Short Description :
BOLT-NUT HEX HD MS 3/4"" X 3"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER:3/4""
LENGTH: 3""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 10 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION:",,0090B0010,21-28 Days,,7318,18.00%,1,EA,EA,
,57.71269,"HEX HEAD, HIGH TENSILE BOLT, 24MM, 75MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 75
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 75 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0012,21-28 Days,,7318,18.00%,1,EA,EA,
,16.88834,"""SOCKET HEAD,HIGH TENSILE SCREW""","Short Description :-
""SOCKET HEAD,HIGH TENSILE SCREW,12 MM.,60 MM.""

Technical Specification :-
""TYPE : CSK SOCKET HEAD,METRIC,FULLY THREADED""
LENGTH : 60 mm
PROPERTY CLASS : 12.9-IS 1367
REFERENCE STD. : IS 6761-CSK HD.SCREW WITH HEX.SOCKET
NOMINAL DIAMETER : 12 mm",,0100A0160,21-28 Days,,7318,18.00%,1,EA,EA,
,157.31107,"""HEX HEAD, HIGH TENSILE BOLT, 30MM, 100M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 100
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 100 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0063,21-28 Days,,7318,18.00%,1,EA,EA,
,172.7936,"HEX HEAD, HIGH TENSILE BOLT, 30MM, 110MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 110
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 110 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0064,21-28 Days,,7318,18.00%,1,EA,EA,
,234.37925,"""R9 4BEAD, HIGH TENSILE BOLT, 30MM, 160M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 30 X 160
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:30 MM
LENGTH: 160 MM
PITCH: 3.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0070,21-28 Days,,7318,18.00%,1,EA,EA,
,42.4242,NUT FOR HIGH TENSILE BOLT M 30,"Short Description :
HIGH TENSILE HEX HEAD NUT, METRIC THREAD,30 MM.
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10
REFERENCE STD.:IS1364(PART 3), ISO4032
NOMINAL DIAMETER:30 MM
PITCH:
SURFACE FINISH: BLACK",,0096A0097,21-28 Days,,7318,18.00%,1,EA,EA,
,46.55,"SOCKET HEAD,HIGH TENSILE SCREW20X70MM",ALLEN BOLT M20X70,,0100F0028,21-28 Days,,7318,18.00%,1,EA,EA,
,61.3872,"""WASHER PLAIN MS 3/8""""""","Short Description :
WASHER PLAIN MS 3/8""
Technical Specification :
TYPE:PLAIN WASHER, INCH
HARDNESS: HRC
NOMINAL BOLT DIAMETER FOR WHICH WASHER REQUIRED: 3/8""
REFERENCE STD.: BS 3410(TABLE 7)
WASHER ID:
WASHER OD:
WASHER THICKNESS:
MATERIAL: MS
04-PACKING INSTRUCTIONS
PACKING : PACKED IN A BAG OF 20KG.",,0097A0005,21-28 Days,,7318,18.00%,1,EA,EA,
,116.3162,"IHEX HEAD, HIGH TENSILE BOLT, 24MM, 160M","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 24 X 160
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:24 MM
LENGTH: 160 MM
PITCH: 3 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101G0024,21-28 Days,,7318,18.00%,1,EA,EA,
,63.38248,"""SOCKET HEAD,HIGH TENSILE SCREW20X100MM""","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 20MM, 100MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:100mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:20mm",,0100F0033,21-28 Days,,7318,18.00%,1,EA,EA,
,51.4892,"HEX HEAD, HIGH TENSILE BOLT, 16MM, 220MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 16 X 220
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:8.8
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:16 MM
LENGTH: 220 MM
PITCH: 2 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0030,21-28 Days,,7318,18.00%,1,EA,EA,
,82.9766,"HEX HEAD, HIGH TENSILE BOLT, 20MM, 170MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 20 X 170
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:20 MM
LENGTH: 170 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0078,21-28 Days,,7318,18.00%,1,EA,EA,
,62.33976,"""BOLT-NUT HEX HD MS 3/4"""" X 3-1/2"""" 4.6""","Short Description :
BOLT-NUT HEX HD MS 3/4"" X 3-1/2"" 4.6
Technical Specification :
TYPE:HEX.HEAD BOLT WITH NUT, BSW THREAD
NOMINAL DIAMETER:3/4""
LENGTH: 3-1/2""
PROPERTY CLASS:4.6
REFERENCE STD.: BS 916-BLACK BOLT
THREAD PITCH: 10 TPI
THREAD LENGTH: STANDARD
SURFACE FINISH: NONE

BOLT SHOULD BE SUPPLIED WITH ONE HEX NUT FITTED WITH BOLT
PACKING INSTRUCTION:",,0090B0011,21-28 Days,,7318,18.00%,1,EA,EA,
,22.49296,"SOCKET HD,HIGH TENSILE SCRW,M16X40 mm","Short Description :-
""SOCKET HEAD,HIGH TENSILE SCREW,16 MM.,40 MM.""

Technical Specification :-
""TYPE : CSK SOCKET HEAD,METRIC,FULLY THREADED""
LENGTH : 40 mm
PROPERTY CLASS : 12.9-IS 1367
REFERENCE STD. : IS 6761-CSK HD.SCREW WITH HEX.SOCKET
NOMINAL DIAMETER : 16 mm",,0100A0146,21-28 Days,,7318,18.00%,1,EA,EA,
,35.28,"RHEX HEAD, HIGH TENSILE BOLT, 18MM, 90MM","Short Description :
HIGH TENSILE HEX HEAD BOLT, METRIC THREAD, 18 X 90
Technical Specification :
TYPE:HEX.HEAD NUT, METRIC THREAD
PROPERTY CLASS:10.9
REFERENCE STD.:IS1364(PART 1)/ISO4014/DIN931
NOMINAL DIAMETER:18 MM
LENGTH: 90 MM
PITCH: 2.5 MM
THREAD LENGTH: STANDARD
SURFACE FINISH: BLACK",,0101F0045,21-28 Days,,7318,18.00%,1,EA,EA,
,49.91091,"SOCKET HEAD,HIGH TENSILE SCREW20X80MM","Short Description :
SOCKET HEAD, HIGH TENSILE SCREW, 20MM, 80MM
-
Technical Specification :
TYPE:SOCKET HEAD CAP SCREW,METRIC
LENGTH:80mm
PROPERTY CLASS:12.9
REFERENCE STD.:IS2269 SOCKET HEAD CAP SCREW
NOMINAL DIAMETER:20mm",,0100F0030,21-28 Days,,7318,18.00%,1,EA,EA,
